"","x"
"716","SL18-NC-10-FG3xSL18-NL-5-MG2"
"717","SL18-CC-8-FG2xSL18-LD-9-MG1"
"718","SL18-NL-3-FG3xSL18-NC-9-MG2"
"719","SL18-OI-6-FG3xSL18-CC-11-MG5"
"720","SL18-CC-8-FG1xSL18-OI-7-MG1"
"721","SL18-JS-5-FG1xSL18-OI-14-MG1"
"722","SL18-NC-10-FG1xSL18-OI-11-MG4"
"723","SL18-SF-17-FG2xSA18-CB-7-MG2"
"724","SL18-CC-9-FG3xSL18-JS-9-MG3"
"725","SL18-CC-5-FG2xSL18-NC-10-MG2"
"726","SL18-OI-11-FG3xSL18-NC-2-MG1"
"727","SL18-NC-9-FG2xSL18-JS-11-MG3"
"728","SL18-LD-9-FG4xSL18-OI-6-MG2"
"729","SL18-CC-3-FG2xSL18-OI-11-MG3"
"730","SL18-OI-9-FG4xSA18-CB-1-MG12"
"731","SL18-CC-3-FG2xSA18-CB-4-MG2"
"732","SL18-NC-5-FG2xSL18-JS-11-MG3"
"733","SL18-CC-8-FG1xSL18-OI-18-MG3"
"734","SL18-CC-6-FG3xSL18-JS-9-MG2"
"735","SL18-NL-7-FG4xSA18-CB-1-MG12"
"736","SL18-CC-1-FG1xSL18-NC-15-MG3"
"737","SL18-CC-1-FG1xSL18-CC-4-MG11"
"738","SL18-CC-5-FG2xSL18-NC-9-MG2"
"739","SA18-CB-9-FG1xSL18-JS-19-MG1"
"740","SL18-NL-3-FG1xSL18-OD-3-MG1"
"741","SL18-CC-5-FG3xSA18-CB-1-MG12"
"742","SL18-CC-8-FG2xSL18-NC-5-MG3"
"743","SL18-CC-6-FG3xSL18-OI-14-MG2"
"744","SL18-NC-12-FG2xSA18-CB-3-MG1"
"745","SL18-CC-3-FG3xSL18-OD-6-MG3"
"746","SL18-CC-6-FG2xSL18-OI-14-MG1"
"747","SL18-JS-19-FG3xSA18-CB-3-MG2"
"748","SL18-NC-12-FG2xSL18-NL-5-MG2"
"749","SL18-JS-5-FG1xSA18-CB-1-MG12"
"750","SL18-JS-16-FG3xSA18-CB-4-MG3"
"751","SL18-OI-4-FG2xSA18-CB-7-MG2"
"752","SL18-NC-1-FG1xSL18-NC-12-MG3"
"753","SL18-NC-15-FG3xSL18-CC-1-MG2"
"754","SL18-SF-17-FG2xSL18-NC-12-MG1"
"755","SL18-LL-9-FG2xSA18-CB-5-MG3"
"756","SL18-SF-17-FG2xSA18-CB-7-MG3"
"757","SA18-CB-4-FG6xSL18-JS-6-MG3"
"758","SL18-CC-3-FG1xSL18-JS-11-MG2"
"759","SA18-CB-5-FG6xSL18-CC-6-MG2"
"760","SL18-JS-19-FG3xSL18-OI-17-MG1"
"761","SL18-OI-17-FG4xSL18-CC-7-MG1"
"762","SL18-OI-17-FG1xSL18-OI-4-MG1"
"763","SL18-CC-6-FG2xSL18-OI-11-MG4"
"764","SL18-JS-9-FG3xSA18-CB-10-MG1"
"765","SL18-OI-6-FG3xSL18-JS-6-MG1"
"766","SL18-SF-13-FG2xSL18-JS-11-MG3"
"767","SL18-JS-19-FG3xSL18-LD-13-MG3"
"768","SA18-CB-2-FG3xSL18-CC-2-MG5"
"769","SA18-CB-9-FG1xSL18-OI-7-MG3"
"770","SL18-CC-3-FG1xSL18-OI-16-MG2"
"771","SL18-CC-8-FG1xSL18-NC-8-MG2"
"772","SL18-SF-13-FG2xSA18-CB-2-MG3"
"773","SL18-SF-13-FG2xSL18-JS-9-MG2"
"774","SL18-JS-19-FG2xSA18-CB-10-MG3"
"775","SL18-CC-6-FG1xSL18-JS-5-MG2"
"776","SL18-CC-12-FG2xSL18-LL-9-MG4"
"777","SL18-NL-3-FG1xSL18-OI-7-MG3"
"778","SL18-NL-5-FG1xSL18-OI-14-MG1"
"779","SL18-NC-8-FG1xSL18-NL-7-MG2"
"780","SL18-JS-5-FG2xSL18-OI-5-MG3"
"781","SL18-CC-10-FG4xSL18-NC-2-MG2"
"782","SL18-NC-5-FG3xSL18-OI-2-MG2"
"783","SL18-OI-16-FG2xSL18-OI-18-MG1"
"784","SL18-CC-1-FG2xSL18-NC-11-MG2"
"785","SL18-CC-12-FG3xSL18-NC-11-MG2"
"786","SA18-CB-7-FG1xSL18-LD-1-MG1"
"787","SL18-NC-10-FG3xSA18-CB-3-MG2"
"788","SA18-CB-5-FG1xSA18-CB-10-MG1"
"789","SL18-UCONN-S142-MG5"
"790","SL18-UCONN-S142-MG3"
"791","SL18-UCONN-S142-FG4"
"792","SL18-UCONN-S142-FG3"
"793","SL18-UCONN-S142-MG1"
"794","SL18-UCONN-S142-MG4"
"795","SL18-UCONN-S142-FG1"
"796","SL18-UCONN-S142-FG2"
"797","SL18-UCONN-S142-MG2"
"798","SL18-UCONN-S143-FG1"
"799","SL18-UCONN-S143-FG2"
"800","SL18-UCONN-S143-FG3"
"801","SL18-UCONN-S143-MG1"
"802","SL18-UCONN-S143-MG2"
"803","SL18-UCONN-S143-MG3"
"804","SL18-UCONN-S157-FG1"
"805","SL18-UCONN-S157-FG2"
"806","SL18-UCONN-S157-FG3"
"807","SL18-UCONN-S157-MG1"
"808","SL18-UCONN-S157-MG2"
"809","SL18-UCONN-S157-MG3"
"810","SL18-UCONN-S158-FG1"
"811","SL18-UCONN-S158-FG2"
"812","SL18-UCONN-S158-FG3"
"813","SL18-UCONN-S158-MG1"
"814","SL18-UCONN-S158-MG2"
"815","SL18-UCONN-S158-MG3"
"816","SL18-UCONN-S2-FG1"
"817","SL18-UCONN-S2-FG2"
"818","SL18-UCONN-S2-FG3"
"819","SL18-UCONN-S2-MG1"
"820","SL18-UCONN-S2-MG2"
"821","SL18-UCONN-S2-MG3"
"822","SL18-UCONN-S32-FG1"
"823","SL18-UCONN-S32-FG2"
"824","SL18-UCONN-S32-FG3"
"825","SL18-UCONN-S32-MG1"
"826","SL18-UCONN-S32-MG2"
"827","SL18-UCONN-S32-MG3"
"828","SL18-UCONN-S4-FG1"
"829","SL18-UCONN-S4-FG2"
"830","SL18-UCONN-S4-FG3"
"831","SL18-UCONN-S4-MG1"
"832","SL18-UCONN-S4-MG2"
"833","SL18-UCONN-S4-MG3"
"834","SL18-UCONN-S57-FG1"
"835","SL18-UCONN-S57-FG2"
"836","SL18-UCONN-S57-FG3"
"837","SL18-UCONN-S57-MG1"
"838","SL18-UCONN-S57-MG2"
"839","SL18-UCONN-S57-MG3"
"840","SL18-UCONN-S5-FG1"
"841","SL18-UCONN-S5-FG2"
"842","SL18-UCONN-S5-FG3"
"843","SL18-UCONN-S5-MG1"
"844","SL18-UCONN-S5-MG2"
"845","SL18-UCONN-S5-MG3"
"846","SL18-UCONN-S73-FG1"
"847","SL18-UCONN-S73-FG2"
"848","SL18-UCONN-S73-FG3"
"849","SL18-UCONN-S73-MG1"
"850","SL18-UCONN-S73-MG2"
"851","SL18-UCONN-S73-MG3"
"852","SL18-UCONN-S78-FG1"
"853","SL18-UCONN-S78-FG2"
"854","SL18-UCONN-S78-FG3"
"855","SL18-UCONN-S78-MG1"
"856","SL18-UCONN-S78-MG2"
"857","SL18-UCONN-S78-MG3"
"858","SL18-UCONN-S94-FG1"
"859","SL18-UCONN-S94-FG2"
"860","SL18-UCONN-S94-FG3"
"861","SL18-UCONN-S94-MG1"
"862","SL18-UCONN-S94-MG2"
"863","SL18-UCONN-S94-MG3"
"864","SL18-UCONN-S11-FG1"
"865","SL18-UCONN-S11-FG2"
"866","SL18-UCONN-S11-FG3"
