plotNo,PlotNo_Numeric,Order_readin,Order_In_Plot,crossID,Region,Year,bladeLength,bladeMaxWidth,bladeThickness,stipeLength,stipeDiameter,stipeHollow,bullations,fouling
48,48,762,48,SL18-UCONN-48,GOM,2019,58.8,6.2,0.5,6,2.5,No,No,Yes
48,48,763,48,SL18-UCONN-48,GOM,2019,72,6.1,0.39,6,2.38,No,No,No
48,48,764,48,SL18-UCONN-48,GOM,2019,76.8,10.1,0.43,7.3,2.82,No,Yes,No
48,48,765,48,SL18-UCONN-48,GOM,2019,77,10.5,0.7,2.2,2.2,No,No,No
48,48,766,48,SL18-UCONN-48,GOM,2019,80.2,18.7,0.31,5.5,2.35,No,No,No
48,48,767,48,SL18-UCONN-48,GOM,2019,86.7,10.7,0.6,6.9,2.9,No,No,No
48,48,768,48,SL18-UCONN-48,GOM,2019,110.4,8.6,0.7,9.2,3.3,No,No,No
48,48,769,48,SL18-UCONN-48,GOM,2019,141.2,12.5,0.9,13,4.2,No,No,No
48,48,770,48,SL18-UCONN-48,GOM,2019,150.6,15.4,1,9.1,3.4,No,Yes,No
50,50,771,50,SL18-UCONN-50,GOM,2019,26.4,6.8,0.3,4.5,2,No,No,No
50,50,772,50,SL18-UCONN-50,GOM,2019,36.2,9.6,0.2,7.4,2.5,No,No,No
50,50,773,50,SL18-UCONN-50,GOM,2019,36.5,8.8,0.24,8.5,2.46,No,No,No
50,50,774,50,SL18-UCONN-50,GOM,2019,36.6,9.2,0.3,7.8,2.6,No,No,No
50,50,775,50,SL18-UCONN-50,GOM,2019,37.1,9.1,0.4,8,2.8,No,No,No
50,50,776,50,SL18-UCONN-50,GOM,2019,38.9,8.4,0.4,8.6,2.9,No,No,No
50,50,777,50,SL18-UCONN-50,GOM,2019,48,11.1,0.13,14.5,3.93,No,No,No
50,50,778,50,SL18-UCONN-50,GOM,2019,51.5,11.2,0.3,15.8,3.6,No,Yes,No
50,50,779,50,SL18-UCONN-50,GOM,2019,61.1,13,0.4,18.8,3.8,No,Yes,No
50,50,780,50,SL18-UCONN-50,GOM,2019,65.6,18,0.23,21.2,2.95,Yes,Yes,No
50,50,781,50,SL18-UCONN-50,GOM,2019,71.4,20.6,0.6,23.5,4.4,Yes,Yes,No
50,50,782,50,SL18-UCONN-50,GOM,2019,73.2,22.1,0.5,13.4,4.2,No,Yes,Yes
50,50,783,50,SL18-UCONN-50,GOM,2019,74,21.6,0.5,13.7,4.2,No,Yes,No
50,50,784,50,SL18-UCONN-50,GOM,2019,81,24,0.35,20,3.97,No,Yes,No
50,50,785,50,SL18-UCONN-50,GOM,2019,87.1,21.2,0.5,20.7,4.2,No,Yes,Yes
51,51,786,51,SL18-UCONN-51,GOM,2019,28,9,0.13,4,2.19,No,No,No
51,51,787,51,SL18-UCONN-51,GOM,2019,30.3,11.7,0.5,5.5,2.9,No,No,Yes
51,51,788,51,SL18-UCONN-51,GOM,2019,31.1,13.1,0.17,5.2,2.91,No,No,No
51,51,789,51,SL18-UCONN-51,GOM,2019,33.5,8.5,0.19,4.5,1.37,No,No,No
51,51,790,51,SL18-UCONN-51,GOM,2019,35.9,9.4,0.5,4.3,2.8,No,No,Yes
51,51,791,51,SL18-UCONN-51,GOM,2019,36.2,8.6,0.23,7.2,2.7,No,No,No
51,51,792,51,SL18-UCONN-51,GOM,2019,36.5,16.6,0.2,4,2.45,No,No,Yes
51,51,793,51,SL18-UCONN-51,GOM,2019,40.3,11.7,0.5,8.4,3.3,No,No,No
51,51,794,51,SL18-UCONN-51,GOM,2019,46.7,14.1,0.6,7.5,2.4,No,No,No
51,51,795,51,SL18-UCONN-51,GOM,2019,48.5,14.3,0.53,9.5,3.59,No,No,Yes
51,51,796,51,SL18-UCONN-51,GOM,2019,48.8,11.7,0.4,8.2,3.9,No,No,No
51,51,797,51,SL18-UCONN-51,GOM,2019,53,18.2,0.29,6,2.94,No,No,Yes
51,51,798,51,SL18-UCONN-51,GOM,2019,62.4,15.5,0.16,9,3.69,No,No,Yes
51,51,799,51,SL18-UCONN-51,GOM,2019,86,17.1,0.7,8.5,3.9,No,No,No
51,51,800,51,SL18-UCONN-51,GOM,2019,118,20.5,0.18,11,4.34,No,No,Yes
52,52,801,52,SL18-UCONN-52,GOM,2019,14.5,2,0.1,0.4,1.1,No,No,No
52,52,802,52,SL18-UCONN-52,GOM,2019,24,4.4,0.1,0.8,1.2,No,No,No
52,52,803,52,SL18-UCONN-52,GOM,2019,24,3.4,0.2,2,1.5,No,No,No
52,52,804,52,SL18-UCONN-52,GOM,2019,37,6.8,0.2,1.5,1,No,No,No
52,52,805,52,SL18-UCONN-52,GOM,2019,46,6.5,0.4,5,3,No,No,No
52,52,806,52,SL18-UCONN-52,GOM,2019,51,6,0.4,6.8,3.4,No,No,No
52,52,807,52,SL18-UCONN-52,GOM,2019,60,9.5,0.4,8.5,4,No,No,No
52,52,808,52,SL18-UCONN-52,GOM,2019,67,6.4,0.3,7.3,3,No,No,No
52,52,809,52,SL18-UCONN-52,GOM,2019,69,7,0.5,6.5,3,No,No,No
52,52,810,52,SL18-UCONN-52,GOM,2019,90,7,0.4,9.3,3.6,No,No,No
52,52,811,52,SL18-UCONN-52,GOM,2019,95,8.5,0.4,14.8,4.2,No,No,No
52,52,812,52,SL18-UCONN-52,GOM,2019,99,7.6,0.5,9,3.8,No,No,No
52,52,813,52,SL18-UCONN-52,GOM,2019,100,8.5,0.8,9.8,4.2,No,No,No
52,52,814,52,SL18-UCONN-52,GOM,2019,101,9.5,0.3,11,4.2,No,No,No
52,52,815,52,SL18-UCONN-52,GOM,2019,131,12.5,1,14,4.8,No,No,No
53,53,816,53,SL18-UCONN-53,GOM,2019,20,4.4,0.3,2.5,2,No,No,Yes
53,53,817,53,SL18-UCONN-53,GOM,2019,24,5,0.4,3,2.6,No,No,No
53,53,818,53,SL18-UCONN-53,GOM,2019,27,5,0.4,3.3,2.3,No,No,No
53,53,819,53,SL18-UCONN-53,GOM,2019,29,5,0.2,3.8,2.6,No,No,No
53,53,820,53,SL18-UCONN-53,GOM,2019,32,7.4,0.3,3.8,3,No,No,No
53,53,821,53,SL18-UCONN-53,GOM,2019,47,8.5,0.4,5,3.2,No,No,No
53,53,822,53,SL18-UCONN-53,GOM,2019,51,12,0.7,7,3.7,No,No,No
53,53,823,53,SL18-UCONN-53,GOM,2019,51.5,9.9,0.2,7,4.5,No,No,No
53,53,824,53,SL18-UCONN-53,GOM,2019,52,12,0.2,6.2,3.8,No,No,No
53,53,825,53,SL18-UCONN-53,GOM,2019,56,12,0.5,10.5,4.8,No,No,No
53,53,826,53,SL18-UCONN-53,GOM,2019,58,13,0.5,12.3,5.3,No,No,No
53,53,827,53,SL18-UCONN-53,GOM,2019,66,12,0.4,10,4.3,No,No,No
53,53,828,53,SL18-UCONN-53,GOM,2019,67,8.8,0.2,6,3.5,No,No,No
53,53,829,53,SL18-UCONN-53,GOM,2019,74,15,0.5,9.8,4.7,No,No,No
53,53,830,53,SL18-UCONN-53,GOM,2019,86,13.5,0.6,12.5,5,No,No,No
54,54,831,54,SL18-UCONN-54,GOM,2019,14,3.6,0.2,6.8,2.9,No,No,No
54,54,832,54,SL18-UCONN-54,GOM,2019,16,2,0.2,2.6,1.9,No,No,No
54,54,833,54,SL18-UCONN-54,GOM,2019,18,2.8,0.2,3.5,2.1,No,No,No
54,54,834,54,SL18-UCONN-54,GOM,2019,18,3,0.2,4,2.5,No,No,No
54,54,835,54,SL18-UCONN-54,GOM,2019,25,5.2,0.1,3.5,2.2,No,No,No
54,54,836,54,SL18-UCONN-54,GOM,2019,25,4,0.4,8.2,3.1,No,No,No
54,54,837,54,SL18-UCONN-54,GOM,2019,27,4,0.3,7.7,3.2,No,No,No
54,54,838,54,SL18-UCONN-54,GOM,2019,36,8.3,0.3,13,3.4,Yes,No,No
54,54,839,54,SL18-UCONN-54,GOM,2019,42,8,0.3,15.5,4,Yes,No,No
54,54,840,54,SL18-UCONN-54,GOM,2019,52,12,0.3,13.5,4.9,Yes,No,No
54,54,841,54,SL18-UCONN-54,GOM,2019,58,9,0.2,17,4.6,Yes,No,No
54,54,842,54,SL18-UCONN-54,GOM,2019,60,9,0.5,31,4.9,Yes,No,No
54,54,843,54,SL18-UCONN-54,GOM,2019,63,10.5,0.4,37,5,Yes,No,No
54,54,844,54,SL18-UCONN-54,GOM,2019,63,8,0.2,44,5,No,No,No
54,54,845,54,SL18-UCONN-54,GOM,2019,74,12.5,0.3,40,4.9,Yes,No,No
55,55,846,55,SL18-UCONN-55,GOM,2019,227.7,11.1,0.8,18.9,3.1,No,No,Yes
56,56,847,56,SL18-UCONN-56,GOM,2019,13.9,2.8,0.4,1,1.4,No,No,No
56,56,848,56,SL18-UCONN-56,GOM,2019,15,4.5,0.1,0.5,0.87,No,No,No
56,56,849,56,SL18-UCONN-56,GOM,2019,15.5,2.8,0.3,1.6,1.2,No,No,No
56,56,850,56,SL18-UCONN-56,GOM,2019,17.4,4,0.12,1.8,1.33,No,No,No
56,56,851,56,SL18-UCONN-56,GOM,2019,17.8,3.3,0.4,1.9,1.5,No,No,No
56,56,852,56,SL18-UCONN-56,GOM,2019,21.1,4.6,0.4,1.3,1.9,No,No,No
56,56,853,56,SL18-UCONN-56,GOM,2019,22.9,4.5,0.6,2.9,2.1,No,No,No
56,56,854,56,SL18-UCONN-56,GOM,2019,51.1,7.8,0.9,7.9,3.3,No,No,No
56,56,855,56,SL18-UCONN-56,GOM,2019,54.2,8,0.7,6,3.24,No,No,No
56,56,856,56,SL18-UCONN-56,GOM,2019,55.5,7.6,0.46,7.4,3.35,No,No,No
56,56,857,56,SL18-UCONN-56,GOM,2019,58.5,9.2,0.9,8.4,3.9,No,No,No
56,56,858,56,SL18-UCONN-56,GOM,2019,58.7,9.1,0.9,9.1,3.7,No,No,Yes
56,56,859,56,SL18-UCONN-56,GOM,2019,61.5,10,0.56,6,3.4,No,No,No
56,56,860,56,SL18-UCONN-56,GOM,2019,73.2,11,1,8,3.8,No,No,No
56,56,861,56,SL18-UCONN-56,GOM,2019,81.3,9.7,1,10.3,4.5,No,No,No
57,57,862,57,SL18-UCONN-57,GOM,2019,21.2,2.4,0.4,2.5,1.5,No,No,No
57,57,863,57,SL18-UCONN-57,GOM,2019,54.5,2.7,0.7,5.8,2.5,No,No,No
57,57,864,57,SL18-UCONN-57,GOM,2019,73,3.8,0.8,3.5,2.2,No,No,No
57,57,865,57,SL18-UCONN-57,GOM,2019,83.2,4,0.74,5.5,2.27,No,No,No
57,57,866,57,SL18-UCONN-57,GOM,2019,88.6,3.7,0.7,7.3,3.2,,No,No
57,57,867,57,SL18-UCONN-57,GOM,2019,96.4,5,0.5,4.4,2.49,No,No,No
57,57,868,57,SL18-UCONN-57,GOM,2019,104.2,4.4,0.8,7.1,3.1,No,No,No
57,57,869,57,SL18-UCONN-57,GOM,2019,112,4.6,0.79,6,2.77,No,No,Yes
57,57,870,57,SL18-UCONN-57,GOM,2019,115,4.5,0.9,7.1,3.2,No,No,No
57,57,871,57,SL18-UCONN-57,GOM,2019,135,4.3,0.9,7.3,3.4,No,No,Yes
57,57,872,57,SL18-UCONN-57,GOM,2019,135,2.5,0.73,8.9,3.29,No,No,No
57,57,873,57,SL18-UCONN-57,GOM,2019,153.5,4,0.92,12,4.32,No,No,No
57,57,874,57,SL18-UCONN-57,GOM,2019,167.4,7,0.9,4.5,4.3,No,No,No
57,57,875,57,SL18-UCONN-57,GOM,2019,179,4.2,0.98,7.9,3.01,No,No,No
57,57,876,57,SL18-UCONN-57,GOM,2019,195.5,5.2,0.8,5.7,3.4,No,No,No
58,58,877,58,SL18-UCONN-58,GOM,2019,2.5,8.5,0.2,4,2.6,No,No,No
58,58,878,58,SL18-UCONN-58,GOM,2019,8.5,2,0.2,0.5,0.5,No,No,Yes
58,58,879,58,SL18-UCONN-58,GOM,2019,10,6,0.2,4.8,3.1,No,Yes,No
58,58,880,58,SL18-UCONN-58,GOM,2019,13,7,0.4,5,3.1,No,No,No
58,58,881,58,SL18-UCONN-58,GOM,2019,19,3.5,0.3,1.5,1,No,No,No
58,58,882,58,SL18-UCONN-58,GOM,2019,23,4.3,0.4,1.2,1.1,No,No,Yes
58,58,883,58,SL18-UCONN-58,GOM,2019,25,10,0.2,5,2.9,No,No,No
58,58,884,58,SL18-UCONN-58,GOM,2019,28,11,0.3,5,3,No,Yes,Yes
58,58,885,58,SL18-UCONN-58,GOM,2019,33,14.5,0.3,5,2.2,No,No,No
58,58,886,58,SL18-UCONN-58,GOM,2019,43,9,0.4,5,2.6,No,No,Yes
58,58,887,58,SL18-UCONN-58,GOM,2019,44,10.5,0.2,3,2,No,No,Yes
58,58,888,58,SL18-UCONN-58,GOM,2019,51,11,0.2,4,2.7,No,No,Yes
58,58,889,58,SL18-UCONN-58,GOM,2019,95,12,0.2,6,3.6,No,No,No
58,58,890,58,SL18-UCONN-58,GOM,2019,101,9.5,0.5,6.5,3.2,No,No,No
58,58,891,58,SL18-UCONN-58,GOM,2019,104,12.5,0.2,3.5,2.5,No,Yes,No
59,59,892,59,SL18-UCONN-59,GOM,2019,14.2,1.8,0.2,1.8,0.9,No,No,No
59,59,893,59,SL18-UCONN-59,GOM,2019,19.1,1.8,0.4,1.4,1,No,No,No
59,59,894,59,SL18-UCONN-59,GOM,2019,20.6,3.4,0.1,1,0.79,No,No,No
59,59,895,59,SL18-UCONN-59,GOM,2019,27.1,6.6,0.23,1,0.91,No,No,No
59,59,896,59,SL18-UCONN-59,GOM,2019,37,2.9,0.29,2,1.05,No,No,No
59,59,897,59,SL18-UCONN-59,GOM,2019,60.3,4.5,0.32,4.5,1.79,No,No,No
59,59,898,59,SL18-UCONN-59,GOM,2019,64.5,5.7,0.3,2.2,1.4,No,No,No
59,59,899,59,SL18-UCONN-59,GOM,2019,65,4.6,0.32,3.5,1.59,No,No,No
59,59,900,59,SL18-UCONN-59,GOM,2019,66.3,4.4,0.5,4.1,1.8,No,No,No
59,59,901,59,SL18-UCONN-59,GOM,2019,73,4.6,0.4,4.5,1.96,No,No,No
59,59,902,59,SL18-UCONN-59,GOM,2019,78.3,9.5,0.6,1.8,1.7,No,No,No
59,59,903,59,SL18-UCONN-59,GOM,2019,79,10,0.26,2.2,1.63,No,No,No
59,59,904,59,SL18-UCONN-59,GOM,2019,102.5,5.5,0.55,5,1.95,No,No,No
59,59,905,59,SL18-UCONN-59,GOM,2019,120.4,10.4,0.6,1.7,1.7,No,No,No
59,59,906,59,SL18-UCONN-59,GOM,2019,169.5,7.6,0.52,3,1.75,No,No,No
60,60,907,60,SL18-UCONN-60,GOM,2019,9.2,1.3,0.2,1.5,0.9,No,No,No
60,60,908,60,SL18-UCONN-60,GOM,2019,13.5,8.2,0.1,13.6,4.7,No,No,No
60,60,909,60,SL18-UCONN-60,GOM,2019,14.5,2.1,0.3,2.2,1.3,No,No,No
60,60,910,60,SL18-UCONN-60,GOM,2019,29.5,4.3,0.6,3.8,2.3,No,No,No
60,60,911,60,SL18-UCONN-60,GOM,2019,29.5,4.1,0.6,4,2.3,No,No,No
60,60,912,60,SL18-UCONN-60,GOM,2019,31,3.6,0.6,5,2.1,No,No,No
60,60,913,60,SL18-UCONN-60,GOM,2019,43,4,0.6,5.5,2.4,No,No,No
60,60,914,60,SL18-UCONN-60,GOM,2019,48,4.7,0.7,7.5,3.4,No,No,No
60,60,915,60,SL18-UCONN-60,GOM,2019,51.5,3.6,0.7,4.6,2.8,No,No,No
60,60,916,60,SL18-UCONN-60,GOM,2019,63,4.6,0.6,8.5,3.6,No,No,No
60,60,917,60,SL18-UCONN-60,GOM,2019,67,5,0.8,15.5,4.4,No,No,No
60,60,918,60,SL18-UCONN-60,GOM,2019,69,5.1,0.8,8,3.8,No,No,No
60,60,919,60,SL18-UCONN-60,GOM,2019,76,4.1,0.8,10,3.5,No,No,No
60,60,920,60,SL18-UCONN-60,GOM,2019,109.5,5.9,0.8,23.5,4.7,No,No,No
60,60,921,60,SL18-UCONN-60,GOM,2019,128.5,7,1,22.5,4.9,No,No,No
62,62,922,61,SL18-UCONN-62,GOM,2019,13.7,3.7,0.4,1.5,1,No,No,No
62,62,923,61,SL18-UCONN-62,GOM,2019,15,2.5,0.4,2.5,1.6,No,No,No
62,62,924,61,SL18-UCONN-62,GOM,2019,20,1.8,0.4,5,2,No,No,No
62,62,925,61,SL18-UCONN-62,GOM,2019,22.3,3.2,0.4,3.2,1.4,No,No,No
62,62,926,61,SL18-UCONN-62,GOM,2019,24.2,3,0.4,3,1.6,No,No,Yes
62,62,927,61,SL18-UCONN-62,GOM,2019,28.5,3.5,0.4,0.3,1.5,No,No,No
62,62,928,61,SL18-UCONN-62,GOM,2019,29,2.8,0.6,5,2.3,No,No,No
62,62,929,61,SL18-UCONN-62,GOM,2019,30,4,0.5,6.5,2.5,No,No,No
62,62,930,61,SL18-UCONN-62,GOM,2019,40.5,5,0.4,4.5,2.7,No,No,Yes
62,62,931,61,SL18-UCONN-62,GOM,2019,42,4,0.3,6.5,3.2,No,No,No
62,62,932,61,SL18-UCONN-62,GOM,2019,42.5,3.5,0.4,7.5,3.5,No,No,No
62,62,933,61,SL18-UCONN-62,GOM,2019,43,3.5,0.5,6,3.1,No,No,No
62,62,934,61,SL18-UCONN-62,GOM,2019,44,3.5,0.3,9,3.2,No,No,No
62,62,935,61,SL18-UCONN-62,GOM,2019,46,3.9,0.5,6.3,2.9,No,No,No
62,62,936,61,SL18-UCONN-62,GOM,2019,51,6.8,0.3,8,3.6,No,No,No
62,62,937,61,SL18-UCONN-62,GOM,2019,51,5.2,0.7,8,3.8,No,No,No
62,62,938,61,SL18-UCONN-62,GOM,2019,54,5.3,0.9,10.2,4.5,No,No,No
62,62,939,61,SL18-UCONN-62,GOM,2019,60,4,0.4,11,3.9,No,No,No
62,62,940,61,SL18-UCONN-62,GOM,2019,62,6,0.8,10.3,4.2,No,No,No
62,62,941,61,SL18-UCONN-62,GOM,2019,65,6.6,0.8,6.8,3.3,No,No,Yes
62,62,942,61,SL18-UCONN-62,GOM,2019,79.2,6.3,0.5,9,4.3,No,No,Yes
62,62,943,61,SL18-UCONN-62,GOM,2019,80,6.5,0.6,9.5,3.8,No,No,No
62,62,944,61,SL18-UCONN-62,GOM,2019,85,8.3,0.9,13.4,5,Yes,No,Yes
62,62,945,61,SL18-UCONN-62,GOM,2019,86,7.8,0.7,12,3.6,No,No,No
62,62,946,61,SL18-UCONN-62,GOM,2019,87,6.2,0.9,13.7,4.9,Yes,No,No
62,62,947,61,SL18-UCONN-62,GOM,2019,92,8.8,0.7,11,3.8,No,No,Yes
62,62,948,61,SL18-UCONN-62,GOM,2019,103,8.2,0.3,21.5,4.9,Yes,No,Yes
62,62,949,61,SL18-UCONN-62,GOM,2019,103.5,9.1,1,13.5,5,Yes,No,Yes
62,62,950,61,SL18-UCONN-62,GOM,2019,112,10.6,0.9,15.5,5.6,No,No,No
62,62,951,61,SL18-UCONN-62,GOM,2019,116.5,9.2,1,16.2,5.8,Yes,No,No
63,63,952,62,SL18-UCONN-63,GOM,2019,16.5,3,0.3,3.5,1.6,No,No,No
63,63,953,62,SL18-UCONN-63,GOM,2019,22,3.8,0.25,4,1.82,No,No,No
63,63,954,62,SL18-UCONN-63,GOM,2019,22.5,3.6,0.3,4,1.5,No,No,No
63,63,955,62,SL18-UCONN-63,GOM,2019,26.2,4.1,0.34,2.6,1.15,No,No,No
63,63,956,62,SL18-UCONN-63,GOM,2019,37,5,0.41,4.2,2.35,No,No,No
63,63,957,62,SL18-UCONN-63,GOM,2019,43,7,0.5,5,2.3,No,No,No
63,63,958,62,SL18-UCONN-63,GOM,2019,45.2,5.4,0.42,8.4,2.93,No,No,No
63,63,959,62,SL18-UCONN-63,GOM,2019,46,6.5,0.31,4,2.53,No,No,No
63,63,960,62,SL18-UCONN-63,GOM,2019,50.5,7.9,0.13,5,2.65,No,No,No
63,63,961,62,SL18-UCONN-63,GOM,2019,76,6.9,0.41,12,4.39,No,No,No
63,63,962,62,SL18-UCONN-63,GOM,2019,90,10,0.3,9,4.3,No,No,No
63,63,963,62,SL18-UCONN-63,GOM,2019,106,7.9,0.33,13.5,3.68,Yes,No,No
63,63,964,62,SL18-UCONN-63,GOM,2019,109,12,0.4,7,4.4,No,No,No
63,63,965,62,SL18-UCONN-63,GOM,2019,123,13,0.79,6.1,3.45,No,No,No
63,63,966,62,SL18-UCONN-63,GOM,2019,128.6,13.8,0.74,5.6,3.6,No,No,No
67,67,967,66,SL18-UCONN-67,GOM,2019,30.4,8.6,0.11,2,1.2,No,No,No
71,71,968,70,SL18-UCONN-71,GOM,2019,4.4,1.5,0.3,0.6,0.5,No,No,No
71,71,969,70,SL18-UCONN-71,GOM,2019,6.1,4.1,0.5,0.9,0.8,No,No,No
71,71,970,70,SL18-UCONN-71,GOM,2019,6.4,3,0.3,0.8,0.3,No,No,No
71,71,971,70,SL18-UCONN-71,GOM,2019,27,7,0.4,2.2,1.9,No,No,No
72,72,972,71,SL18-UCONN-72,GOM,2019,4.5,1.2,0.1,0.3,0.2,No,No,No
72,72,973,71,SL18-UCONN-72,GOM,2019,5.5,0.9,N/A,0.2,0.3,No,No,No
72,72,974,71,SL18-UCONN-72,GOM,2019,6,1,N/A,0.2,0.1,No,No,No
72,72,975,71,SL18-UCONN-72,GOM,2019,7,1,N/A,0.5,0.2,No,No,No
72,72,976,71,SL18-UCONN-72,GOM,2019,8.5,1.5,0.1,0.7,0.5,No,No,No
72,72,977,71,SL18-UCONN-72,GOM,2019,12,1.6,0.1,0.9,0.4,No,No,Yes
72,72,978,71,SL18-UCONN-72,GOM,2019,13,1.6,0.1,0.9,0.5,No,No,Yes
72,72,979,71,SL18-UCONN-72,GOM,2019,15.5,2.3,0.1,1.1,0.4,No,No,No
72,72,980,71,SL18-UCONN-72,GOM,2019,17,3.6,0.2,0.5,0.9,No,No,Yes
72,72,981,71,SL18-UCONN-72,GOM,2019,17,2,0.3,1.5,0.8,No,No,Yes
72,72,982,71,SL18-UCONN-72,GOM,2019,18,2.9,0.3,1.2,0.8,No,No,Yes
72,72,983,71,SL18-UCONN-72,GOM,2019,18,2.9,0.3,1.2,1,No,No,No
72,72,984,71,SL18-UCONN-72,GOM,2019,29,3.5,0.3,1.7,1.2,No,No,Yes
72,72,985,71,SL18-UCONN-72,GOM,2019,30.5,4.4,0.4,2.1,1.4,No,No,Yes
72,72,986,71,SL18-UCONN-72,GOM,2019,39,3.7,0.4,2.3,1.3,No,No,Yes
73,73,987,72,SL18-UCONN-73,GOM,2019,41.5,2.9,0.6,4.3,2.1,No,No,No
73,73,988,72,SL18-UCONN-73,GOM,2019,43.8,2.5,0.5,5.3,2,No,No,No
73,73,989,72,SL18-UCONN-73,GOM,2019,48.9,2,0.5,7,2.3,No,No,No
73,73,990,72,SL18-UCONN-73,GOM,2019,69.5,3,0.37,7.5,1.95,No,No,No
73,73,991,72,SL18-UCONN-73,GOM,2019,76,2.9,0.52,7,2.28,No,No,No
73,73,992,72,SL18-UCONN-73,GOM,2019,77.6,3.8,0.8,7.2,2.6,No,No,No
73,73,993,72,SL18-UCONN-73,GOM,2019,87,2.6,0.62,9,2.36,No,No,No
73,73,994,72,SL18-UCONN-73,GOM,2019,92.7,3,0.7,5.8,2.8,No,No,Yes
73,73,995,72,SL18-UCONN-73,GOM,2019,94,3.3,0.6,7,2.41,No,No,No
73,73,996,72,SL18-UCONN-73,GOM,2019,101.6,4.6,0.8,5.3,2.6,No,No,Yes
73,73,997,72,SL18-UCONN-73,GOM,2019,103,3.8,0.58,7,2.55,No,No,No
73,73,998,72,SL18-UCONN-73,GOM,2019,109.5,2.7,0.61,11,1.99,No,No,No
73,73,999,72,SL18-UCONN-73,GOM,2019,116,3.6,0.78,9,2.64,No,No,No
73,73,1000,72,SL18-UCONN-73,GOM,2019,120.7,4.4,0.9,5,2.8,No,No,Yes
73,73,1001,72,SL18-UCONN-73,GOM,2019,121.8,5.4,1,4.7,2.6,No,No,No
73,73,1002,72,SL18-UCONN-73,GOM,2019,125,4.5,0.64,7,2.81,No,No,No
73,73,1003,72,SL18-UCONN-73,GOM,2019,125.5,3.5,0.69,10,3.09,No,No,No
73,73,1004,72,SL18-UCONN-73,GOM,2019,125.6,4.4,0.8,7,2.9,No,Yes,No
73,73,1005,72,SL18-UCONN-73,GOM,2019,130,4.2,1.1,4.7,2.9,No,No,Yes
73,73,1006,72,SL18-UCONN-73,GOM,2019,130,3.5,0.72,8,2.65,No,No,No
73,73,1007,72,SL18-UCONN-73,GOM,2019,132,3.5,0.69,6.5,2.45,No,No,No
73,73,1008,72,SL18-UCONN-73,GOM,2019,132,4.8,0.9,7.9,3,No,No,No
73,73,1009,72,SL18-UCONN-73,GOM,2019,145,4.6,1.1,4.3,2.7,No,No,No
73,73,1010,72,SL18-UCONN-73,GOM,2019,152,5,0.77,6,2.3,No,No,No
73,73,1011,72,SL18-UCONN-73,GOM,2019,158,6,0.82,4,1.8,No,No,No
73,73,1012,72,SL18-UCONN-73,GOM,2019,167,5,0.87,6,2.41,No,No,No
73,73,1013,72,SL18-UCONN-73,GOM,2019,170.2,4.6,0.11,6.2,2.8,No,No,Yes
73,73,1014,72,SL18-UCONN-73,GOM,2019,171,4,0.8,7,2.59,No,No,No
75,75,1015,74,SL18-UCONN-75,GOM,2019,9,2,0.3,0.8,1.1,No,No,No
75,75,1016,74,SL18-UCONN-75,GOM,2019,15,2.2,0.3,1.5,1.6,No,No,No
75,75,1017,74,SL18-UCONN-75,GOM,2019,16,2.5,0.4,2,1.7,No,No,No
75,75,1018,74,SL18-UCONN-75,GOM,2019,16.5,1.6,0.3,2.7,2.1,No,No,No
75,75,1019,74,SL18-UCONN-75,GOM,2019,20,3,0.3,2,1.7,No,No,No
75,75,1020,74,SL18-UCONN-75,GOM,2019,23,3.5,0.3,3,2.6,No,No,No
75,75,1021,74,SL18-UCONN-75,GOM,2019,26,3.5,0.4,4,3,No,No,No
75,75,1022,74,SL18-UCONN-75,GOM,2019,29,4,0.6,3,2.4,No,No,No
75,75,1023,74,SL18-UCONN-75,GOM,2019,34,4.8,0.6,7,3.9,No,No,No
75,75,1024,74,SL18-UCONN-75,GOM,2019,36,5.5,0.2,7,3.7,No,No,No
75,75,1025,74,SL18-UCONN-75,GOM,2019,36,5.5,0.4,8,3.8,No,No,No
75,75,1026,74,SL18-UCONN-75,GOM,2019,36,5.4,0.4,8.5,3.6,No,No,No
75,75,1027,74,SL18-UCONN-75,GOM,2019,49,6,0.4,12,4.4,No,No,No
75,75,1028,74,SL18-UCONN-75,GOM,2019,57.5,8,0.3,15,4.8,No,No,No
75,75,1029,74,SL18-UCONN-75,GOM,2019,83,10.5,0.4,13.5,5,Yes,No,No
76,76,1030,75,SL18-UCONN-76,GOM,2019,17,2.8,0.2,1.8,1.4,No,No,No
76,76,1031,75,SL18-UCONN-76,GOM,2019,28,4.8,0.2,3,2,No,No,Yes
76,76,1032,75,SL18-UCONN-76,GOM,2019,29,3.7,0.4,3.8,2,No,No,No
76,76,1033,75,SL18-UCONN-76,GOM,2019,30,4,0.2,3.8,1.9,No,No,No
76,76,1034,75,SL18-UCONN-76,GOM,2019,48,5.4,0.5,5,3.2,No,No,No
76,76,1035,75,SL18-UCONN-76,GOM,2019,50,5.5,0.2,6.5,3,No,No,Yes
76,76,1036,75,SL18-UCONN-76,GOM,2019,62,4.8,0.2,11.5,4.7,No,No,No
76,76,1037,75,SL18-UCONN-76,GOM,2019,74,6,0.4,11.5,4.1,No,No,Yes
76,76,1038,75,SL18-UCONN-76,GOM,2019,93.5,8.5,0.4,18,5.1,No,No,No
76,76,1039,75,SL18-UCONN-76,GOM,2019,97,6.6,0.4,18,4.6,No,No,No
